,StopName,StopUID,StopStatus,Direction,RouteName,RouteUID,EstimateTime(Sec),UpdateDate,UpdateTime
0,南勢角(景平路),TPE142282,0,1,672,TPE10785,1241,2020-06-22,08:29:54
1,信義新生路口,TPE38887,0,0,672,TPE10785,246,2020-06-22,08:29:54
2,南京龍江路口,TPE38894,0,0,672,TPE10785,313,2020-06-22,08:29:54
3,智光商職,TPE59122,3,0,672區,TPE16169,--,2020-06-22,08:29:54
4,捷運秀朗橋站,TPE59117,3,0,672區,TPE16169,--,2020-06-22,08:29:54
5,捷運公館站,TPE59129,3,0,672區,TPE16169,--,2020-06-22,08:29:54
6,捷運景平站,TPE59143,3,1,672區,TPE16169,--,2020-06-22,08:29:54
7,博仁醫院,TPE38909,0,1,672,TPE10785,803,2020-06-22,08:29:54
8,福和橋(永元路),TPE38875,0,0,672,TPE10785,519,2020-06-22,08:29:54
9,介壽國中,TPE38900,0,0,672,TPE10785,97,2020-06-22,08:29:54
10,臺北市區監理所(光復),TPE38910,0,1,672,TPE10785,941,2020-06-22,08:29:54
11,喬治商職,TPE38917,0,1,672,TPE10785,738,2020-06-22,08:29:54
12,尖山腳,TPE191880,3,0,672區,TPE16169,--,2020-06-22,08:29:54
13,中正環河路口,TPE59116,3,0,672區,TPE16169,--,2020-06-22,08:29:54
14,秀朗國小,TPE59136,3,1,672區,TPE16169,--,2020-06-22,08:29:54
15,捷運國父紀念館站(光復),TPE38911,0,1,672,TPE10785,77,2020-06-22,08:29:54
16,南京敦化路口(小巨蛋),TPE38897,0,0,672,TPE10785,666,2020-06-22,08:29:54
17,捷運古亭站(和平),TPE38881,0,0,672,TPE10785,529,2020-06-22,08:29:54
18,經建新村,TPE59121,3,0,672區,TPE16169,--,2020-06-22,08:29:54
19,景平路景德街口,TPE38865,1,0,672,TPE10785,--,2020-06-22,08:29:54
20,南京新村,TPE38908,0,1,672,TPE10785,677,2020-06-22,08:29:54
21,臺大癌醫(基隆路),TPE38921,0,1,672,TPE10785,37,2020-06-22,08:29:54
22,永元路,TPE59135,3,1,672區,TPE16169,--,2020-06-22,08:29:54
23,得和路,TPE38927,0,1,672,TPE10785,911,2020-06-22,08:29:54
24,尖山腳,TPE191879,1,0,672,TPE10785,--,2020-06-22,08:29:54
25,得和路,TPE38872,0,0,672,TPE10785,203,2020-06-22,08:29:54
26,捷運台電大樓站,TPE38878,0,0,672,TPE10785,295,2020-06-22,08:29:54
27,捷運秀朗橋站,TPE38936,0,1,672,TPE10785,1592,2020-06-22,08:29:54
28,中正環河路口,TPE59147,3,1,672區,TPE16169,--,2020-06-22,08:29:54
29,捷運秀朗橋站,TPE38863,1,0,672,TPE10785,--,2020-06-22,08:29:54
30,秀朗國小,TPE38873,0,0,672,TPE10785,267,2020-06-22,08:29:54
31,捷運景平站,TPE38866,1,0,672,TPE10785,--,2020-06-22,08:29:54
32,福和橋(林森路),TPE59134,3,1,672區,TPE16169,--,2020-06-22,08:29:54
33,南勢角(景平路),TPE59141,3,1,672區,TPE16169,--,2020-06-22,08:29:54
34,永元路,TPE59127,3,0,672區,TPE16169,--,2020-06-22,08:29:54
35,國父紀念館,TPE38912,0,1,672,TPE10785,234,2020-06-22,08:29:54
36,中興二村,TPE38929,0,1,672,TPE10785,1102,2020-06-22,08:29:54
37,和平高中,TPE38919,0,1,672,TPE10785,1026,2020-06-22,08:29:54
38,長壽公園,TPE38906,0,1,672,TPE10785,543,2020-06-22,08:29:54
39,捷運南京復興站,TPE38895,0,0,672,TPE10785,422,2020-06-22,08:29:54
40,捷運景平站,TPE59120,3,0,672區,TPE16169,--,2020-06-22,08:29:54
41,秀朗國小,TPE38926,0,1,672,TPE10785,873,2020-06-22,08:29:54
42,捷運秀朗橋站,TPE59146,3,1,672區,TPE16169,--,2020-06-22,08:29:54
43,中正環河路口,TPE38857,1,0,672,TPE10785,--,2020-06-22,08:29:54
44,仁愛新生路口,TPE38888,0,0,672,TPE10785,409,2020-06-22,08:29:54
45,羅斯福金門街口,TPE38880,0,0,672,TPE10785,382,2020-06-22,08:29:54
46,智光商職,TPE59140,3,1,672區,TPE16169,--,2020-06-22,08:29:54
47,公館,TPE59133,3,1,672區,TPE16169,--,2020-06-22,08:29:54
48,光華商場,TPE38890,0,0,672,TPE10785,589,2020-06-22,08:29:54
49,中正環河路口,TPE38942,0,1,672,TPE10785,16,2020-06-22,08:29:54
50,得和路,TPE59125,3,0,672區,TPE16169,--,2020-06-22,08:29:54
51,福和橋(永元路),TPE59128,3,0,672區,TPE16169,--,2020-06-22,08:29:54
52,三軍總醫院松山分院,TPE38907,0,1,672,TPE10785,577,2020-06-22,08:29:54
53,市民住宅,TPE38913,0,1,672,TPE10785,385,2020-06-22,08:29:54
54,長庚醫院,TPE38898,0,0,672,TPE10785,749,2020-06-22,08:29:54
55,三張犁,TPE38914,0,1,672,TPE10785,440,2020-06-22,08:29:54
56,三民健康路口(西松高中),TPE38904,0,1,672,TPE10785,379,2020-06-22,08:29:54
57,公館,TPE38923,0,1,672,TPE10785,178,2020-06-22,08:29:54
58,中興新村,TPE38928,0,1,672,TPE10785,1040,2020-06-22,08:29:54
59,臺灣科技大學,TPE59132,3,1,672區,TPE16169,--,2020-06-22,08:29:54
60,景平路景德街口,TPE38934,0,1,672,TPE10785,1489,2020-06-22,08:29:54
61,智光商職,TPE38869,1,0,672,TPE10785,--,2020-06-22,08:29:54
62,捷運公館站,TPE38876,0,0,672,TPE10785,1093,2020-06-22,08:29:54
63,秀朗國小,TPE59126,3,0,672區,TPE16169,--,2020-06-22,08:29:54
64,中興二村,TPE38870,0,0,672,TPE10785,26,2020-06-22,08:29:54
65,基隆長興街口,TPE38920,0,1,672,TPE10785,0,2020-06-22,08:29:54
66,師大,TPE38883,0,0,672,TPE10785,649,2020-06-22,08:29:54
67,溫州街口,TPE38885,0,0,672,TPE10785,0,2020-06-22,08:29:54
68,長安東路二段,TPE38892,0,0,672,TPE10785,96,2020-06-22,08:29:54
69,南京建國路口,TPE38893,0,0,672,TPE10785,251,2020-06-22,08:29:54
70,中興新村,TPE38871,0,0,672,TPE10785,90,2020-06-22,08:29:54
71,捷運景平站,TPE38933,0,1,672,TPE10785,1353,2020-06-22,08:29:54
72,中興新村,TPE59138,3,1,672區,TPE16169,--,2020-06-22,08:29:54
73,南京敦化路口(小巨蛋),TPE38896,0,0,672,TPE10785,558,2020-06-22,08:29:54
74,羅斯福浦城街口,TPE38879,0,0,672,TPE10785,336,2020-06-22,08:29:54
75,臺大癌醫(基隆路),TPE59131,3,1,672區,TPE16169,--,2020-06-22,08:29:54
76,臺灣科技大學,TPE38922,0,1,672,TPE10785,77,2020-06-22,08:29:54
77,景平路景德街口,TPE59119,3,0,672區,TPE16169,--,2020-06-22,08:29:54
78,公教住宅,TPE38899,0,0,672,TPE10785,45,2020-06-22,08:29:54
79,金華新生路口,TPE38886,0,0,672,TPE10785,194,2020-06-22,08:29:54
80,景平路景德街口,TPE59144,3,1,672區,TPE16169,--,2020-06-22,08:29:54
81,長安松江路口,TPE38891,0,0,672,TPE10785,0,2020-06-22,08:29:54
82,聯合二村,TPE38901,0,0,672,TPE10785,172,2020-06-22,08:29:54
83,永元路,TPE38925,0,1,672,TPE10785,710,2020-06-22,08:29:54
84,中興二村,TPE59139,3,1,672區,TPE16169,--,2020-06-22,08:29:54
85,三興國小(臨江街觀光夜市),TPE38916,0,1,672,TPE10785,677,2020-06-22,08:29:54
86,健康新城,TPE38905,0,1,672,TPE10785,495,2020-06-22,08:29:54
87,智光商職,TPE38930,0,1,672,TPE10785,1158,2020-06-22,08:29:54
88,光復南路口,TPE38915,0,1,672,TPE10785,604,2020-06-22,08:29:54
89,民生社區活動中心,TPE38902,0,0,672,TPE10785,219,2020-06-22,08:29:54
90,基隆長興街口,TPE59130,3,1,672區,TPE16169,--,2020-06-22,08:29:54
91,中興新村,TPE59124,3,0,672區,TPE16169,--,2020-06-22,08:29:54
92,捷運忠孝新生站,TPE38889,0,0,672,TPE10785,471,2020-06-22,08:29:54
93,福和橋(林森路),TPE38924,0,1,672,TPE10785,582,2020-06-22,08:29:54
94,中興二村,TPE59123,3,0,672區,TPE16169,--,2020-06-22,08:29:54
95,師大綜合大樓,TPE38884,0,0,672,TPE10785,688,2020-06-22,08:29:54
96,永元路,TPE38874,0,0,672,TPE10785,363,2020-06-22,08:29:54
97,三民路,TPE38903,0,1,672,TPE10785,334,2020-06-22,08:29:54
98,經建新村,TPE38867,1,0,672,TPE10785,--,2020-06-22,08:29:54
99,得和路,TPE59137,3,1,672區,TPE16169,--,2020-06-22,08:29:54
100,捷運六張犁站(基隆路),TPE38918,0,1,672,TPE10785,820,2020-06-22,08:29:54
101,台電大樓,TPE38877,0,0,672,TPE10785,167,2020-06-22,08:29:54
