,StopName,StopUID,StopStatus,Direction,RouteName,RouteUID,EstimateTime(Sec),UpdateDate,UpdateTime
0,南勢角(景平路),TPE142282,0,1,672,TPE10785,979,2020-06-22,08:49:57
1,信義新生路口,TPE38887,0,0,672,TPE10785,878,2020-06-22,08:49:57
2,南京龍江路口,TPE38894,0,0,672,TPE10785,556,2020-06-22,08:49:57
3,智光商職,TPE59122,3,0,672區,TPE16169,--,2020-06-22,08:49:57
4,捷運秀朗橋站,TPE59117,3,0,672區,TPE16169,--,2020-06-22,08:49:57
5,捷運公館站,TPE59129,3,0,672區,TPE16169,--,2020-06-22,08:49:57
6,捷運景平站,TPE59143,3,1,672區,TPE16169,--,2020-06-22,08:49:57
7,博仁醫院,TPE38909,0,1,672,TPE10785,593,2020-06-22,08:49:57
8,福和橋(永元路),TPE38875,0,0,672,TPE10785,153,2020-06-22,08:49:57
9,介壽國中,TPE38900,0,0,672,TPE10785,698,2020-06-22,08:49:57
10,臺北市區監理所(光復),TPE38910,0,1,672,TPE10785,734,2020-06-22,08:49:57
11,喬治商職,TPE38917,0,1,672,TPE10785,759,2020-06-22,08:49:57
12,尖山腳,TPE191880,3,0,672區,TPE16169,--,2020-06-22,08:49:57
13,中正環河路口,TPE59116,3,0,672區,TPE16169,--,2020-06-22,08:49:57
14,秀朗國小,TPE59136,3,1,672區,TPE16169,--,2020-06-22,08:49:57
15,捷運國父紀念館站(光復),TPE38911,0,1,672,TPE10785,76,2020-06-22,08:49:57
16,南京敦化路口(小巨蛋),TPE38897,0,0,672,TPE10785,254,2020-06-22,08:49:57
17,捷運古亭站(和平),TPE38881,0,0,672,TPE10785,401,2020-06-22,08:49:57
18,經建新村,TPE59121,3,0,672區,TPE16169,--,2020-06-22,08:49:57
19,景平路景德街口,TPE38865,0,0,672,TPE10785,213,2020-06-22,08:49:57
20,南京新村,TPE38908,0,1,672,TPE10785,480,2020-06-22,08:49:57
21,臺大癌醫(基隆路),TPE38921,0,1,672,TPE10785,42,2020-06-22,08:49:57
22,永元路,TPE59135,3,1,672區,TPE16169,--,2020-06-22,08:49:57
23,得和路,TPE38927,0,1,672,TPE10785,701,2020-06-22,08:49:57
24,尖山腳,TPE191879,0,0,672,TPE10785,119,2020-06-22,08:49:57
25,得和路,TPE38872,0,0,672,TPE10785,794,2020-06-22,08:49:57
26,捷運台電大樓站,TPE38878,0,0,672,TPE10785,134,2020-06-22,08:49:57
27,捷運秀朗橋站,TPE38936,0,1,672,TPE10785,239,2020-06-22,08:49:57
28,中正環河路口,TPE59147,3,1,672區,TPE16169,--,2020-06-22,08:49:57
29,捷運秀朗橋站,TPE38863,0,0,672,TPE10785,91,2020-06-22,08:49:57
30,秀朗國小,TPE38873,0,0,672,TPE10785,850,2020-06-22,08:49:57
31,捷運景平站,TPE38866,0,0,672,TPE10785,256,2020-06-22,08:49:57
32,福和橋(林森路),TPE59134,3,1,672區,TPE16169,--,2020-06-22,08:49:57
33,南勢角(景平路),TPE59141,3,1,672區,TPE16169,--,2020-06-22,08:49:57
