,StopName,StopUID,StopStatus,Direction,RouteName,RouteUID,EstimateTime(Sec),UpdateDate,UpdateTime
26,捷運台電大樓站,TPE38878,0,0,672,TPE10785,225,2020-06-22,08:04:53
27,捷運秀朗橋站,TPE38936,0,1,672,TPE10785,687,2020-06-22,08:04:53
28,中正環河路口,TPE59147,0,1,672區,TPE16169,1316,2020-06-22,08:04:53
29,捷運秀朗橋站,TPE38863,1,0,672,TPE10785,--,2020-06-22,08:04:53
30,秀朗國小,TPE38873,0,0,672,TPE10785,691,2020-06-22,08:04:53
31,捷運景平站,TPE38866,0,0,672,TPE10785,53,2020-06-22,08:04:53
32,福和橋(林森路),TPE59134,0,1,672區,TPE16169,43,2020-06-22,08:04:53
33,南勢角(景平路),TPE59141,0,1,672區,TPE16169,649,2020-06-22,08:04:53
34,永元路,TPE59127,3,0,672區,TPE16169,--,2020-06-22,08:04:53
35,國父紀念館,TPE38912,0,1,672,TPE10785,498,2020-06-22,08:04:53
36,中興二村,TPE38929,0,1,672,TPE10785,318,2020-06-22,08:04:53
37,和平高中,TPE38919,0,1,672,TPE10785,1329,2020-06-22,08:04:53
38,長壽公園,TPE38906,0,1,672,TPE10785,218,2020-06-22,08:04:53
39,捷運南京復興站,TPE38895,0,0,672,TPE10785,1077,2020-06-22,08:04:53
40,捷運景平站,TPE59120,3,0,672區,TPE16169,--,2020-06-22,08:04:53
41,秀朗國小,TPE38926,0,1,672,TPE10785,116,2020-06-22,08:04:53
42,捷運秀朗橋站,TPE59146,0,1,672區,TPE16169,958,2020-06-22,08:04:53
43,中正環河路口,TPE38857,1,0,672,TPE10785,--,2020-06-22,08:04:53
44,仁愛新生路口,TPE38888,0,0,672,TPE10785,402,2020-06-22,08:04:53
45,羅斯福金門街口,TPE38880,0,0,672,TPE10785,329,2020-06-22,08:04:53
46,智光商職,TPE59140,0,1,672區,TPE16169,573,2020-06-22,08:04:53
47,公館,TPE59133,3,1,672區,TPE16169,--,2020-06-22,08:04:53
48,光華商場,TPE38890,0,0,672,TPE10785,606,2020-06-22,08:04:53
49,中正環河路口,TPE38942,0,1,672,TPE10785,989,2020-06-22,08:04:53
50,得和路,TPE59125,3,0,672區,TPE16169,--,2020-06-22,08:04:53
51,福和橋(永元路),TPE59128,3,0,672區,TPE16169,--,2020-06-22,08:04:53
52,三軍總醫院松山分院,TPE38907,0,1,672,TPE10785,258,2020-06-22,08:04:53
53,市民住宅,TPE38913,0,1,672,TPE10785,657,2020-06-22,08:04:53
54,長庚醫院,TPE38898,0,0,672,TPE10785,325,2020-06-22,08:04:53
55,三張犁,TPE38914,0,1,672,TPE10785,723,2020-06-22,08:04:53
56,三民健康路口(西松高中),TPE38904,0,1,672,TPE10785,854,2020-06-22,08:04:53
57,公館,TPE38923,0,1,672,TPE10785,1720,2020-06-22,08:04:53
58,中興新村,TPE38928,0,1,672,TPE10785,268,2020-06-22,08:04:53
59,臺灣科技大學,TPE59132,3,1,672區,TPE16169,--,2020-06-22,08:04:53
60,景平路景德街口,TPE38934,0,1,672,TPE10785,636,2020-06-22,08:04:53
61,智光商職,TPE38869,0,0,672,TPE10785,378,2020-06-22,08:04:53
62,捷運公館站,TPE38876,0,0,672,TPE10785,11,2020-06-22,08:04:53
63,秀朗國小,TPE59126,3,0,672區,TPE16169,--,2020-06-22,08:04:53
64,中興二村,TPE38870,0,0,672,TPE10785,417,2020-06-22,08:04:53
65,基隆長興街口,TPE38920,0,1,672,TPE10785,1542,2020-06-22,08:04:53
66,師大,TPE38883,0,0,672,TPE10785,536,2020-06-22,08:04:53
67,溫州街口,TPE38885,0,0,672,TPE10785,686,2020-06-22,08:04:53
68,長安東路二段,TPE38892,0,0,672,TPE10785,764,2020-06-22,08:04:53
69,南京建國路口,TPE38893,0,0,672,TPE10785,900,2020-06-22,08:04:53
70,中興新村,TPE38871,0,0,672,TPE10785,465,2020-06-22,08:04:53
71,捷運景平站,TPE38933,0,1,672,TPE10785,508,2020-06-22,08:04:53
72,中興新村,TPE59138,0,1,672區,TPE16169,423,2020-06-22,08:04:53
73,南京敦化路口(小巨蛋),TPE38896,0,0,672,TPE10785,93,2020-06-22,08:04:53
74,羅斯福浦城街口,TPE38879,0,0,672,TPE10785,285,2020-06-22,08:04:53
75,臺大癌醫(基隆路),TPE59131,3,1,672區,TPE16169,--,2020-06-22,08:04:53
76,臺灣科技大學,TPE38922,0,1,672,TPE10785,1619,2020-06-22,08:04:53
77,景平路景德街口,TPE59119,3,0,672區,TPE16169,--,2020-06-22,08:04:53
78,公教住宅,TPE38899,0,0,672,TPE10785,536,2020-06-22,08:04:53
79,金華新生路口,TPE38886,0,0,672,TPE10785,194,2020-06-22,08:04:53
80,景平路景德街口,TPE59144,0,1,672區,TPE16169,836,2020-06-22,08:04:53
81,長安松江路口,TPE38891,0,0,672,TPE10785,663,2020-06-22,08:04:53
82,聯合二村,TPE38901,0,0,672,TPE10785,649,2020-06-22,08:04:53
83,永元路,TPE38925,0,1,672,TPE10785,0,2020-06-22,08:04:53
84,中興二村,TPE59139,0,1,672區,TPE16169,496,2020-06-22,08:04:53
85,三興國小(臨江街觀光夜市),TPE38916,0,1,672,TPE10785,958,2020-06-22,08:04:53
86,健康新城,TPE38905,0,1,672,TPE10785,164,2020-06-22,08:04:53
87,智光商職,TPE38930,0,1,672,TPE10785,366,2020-06-22,08:04:53
88,光復南路口,TPE38915,0,1,672,TPE10785,888,2020-06-22,08:04:53
89,民生社區活動中心,TPE38902,0,0,672,TPE10785,684,2020-06-22,08:04:53
90,基隆長興街口,TPE59130,3,1,672區,TPE16169,--,2020-06-22,08:04:53
91,中興新村,TPE59124,3,0,672區,TPE16169,--,2020-06-22,08:04:53
92,捷運忠孝新生站,TPE38889,0,0,672,TPE10785,488,2020-06-22,08:04:53
93,福和橋(林森路),TPE38924,0,1,672,TPE10785,296,2020-06-22,08:04:53
94,中興二村,TPE59123,3,0,672區,TPE16169,--,2020-06-22,08:04:53
95,師大綜合大樓,TPE38884,0,0,672,TPE10785,586,2020-06-22,08:04:53
96,永元路,TPE38874,0,0,672,TPE10785,787,2020-06-22,08:04:53
97,三民路,TPE38903,0,1,672,TPE10785,804,2020-06-22,08:04:53
98,經建新村,TPE38867,0,0,672,TPE10785,167,2020-06-22,08:04:53
99,得和路,TPE59137,0,1,672區,TPE16169,294,2020-06-22,08:04:53
100,捷運六張犁站(基隆路),TPE38918,0,1,672,TPE10785,1122,2020-06-22,08:04:53
101,台電大樓,TPE38877,0,0,672,TPE10785,98,2020-06-22,08:04:53
