,StopName,StopUID,StopStatus,Direction,RouteName,RouteUID,EstimateTime(Sec),UpdateDate,UpdateTime
0,南勢角(景平路),TPE142282,0,1,672,TPE10785,449,2020-06-22,08:04:53
1,信義新生路口,TPE38887,0,0,672,TPE10785,246,2020-06-22,08:04:53
2,南京龍江路口,TPE38894,0,0,672,TPE10785,961,2020-06-22,08:04:53
3,智光商職,TPE59122,3,0,672區,TPE16169,--,2020-06-22,08:04:53
4,捷運秀朗橋站,TPE59117,3,0,672區,TPE16169,--,2020-06-22,08:04:53
5,捷運公館站,TPE59129,3,0,672區,TPE16169,--,2020-06-22,08:04:53
6,捷運景平站,TPE59143,0,1,672區,TPE16169,729,2020-06-22,08:04:53
7,博仁醫院,TPE38909,0,1,672,TPE10785,126,2020-06-22,08:04:53
8,福和橋(永元路),TPE38875,0,0,672,TPE10785,79,2020-06-22,08:04:53
9,介壽國中,TPE38900,0,0,672,TPE10785,588,2020-06-22,08:04:53
10,臺北市區監理所(光復),TPE38910,0,1,672,TPE10785,267,2020-06-22,08:04:53
11,喬治商職,TPE38917,0,1,672,TPE10785,1040,2020-06-22,08:04:53
12,尖山腳,TPE191880,3,0,672區,TPE16169,--,2020-06-22,08:04:53
13,中正環河路口,TPE59116,3,0,672區,TPE16169,--,2020-06-22,08:04:53
14,秀朗國小,TPE59136,0,1,672區,TPE16169,238,2020-06-22,08:04:53
15,捷運國父紀念館站(光復),TPE38911,0,1,672,TPE10785,341,2020-06-22,08:04:53
16,南京敦化路口(小巨蛋),TPE38897,0,0,672,TPE10785,257,2020-06-22,08:04:53
17,捷運古亭站(和平),TPE38881,0,0,672,TPE10785,476,2020-06-22,08:04:53
18,經建新村,TPE59121,3,0,672區,TPE16169,--,2020-06-22,08:04:53
19,景平路景德街口,TPE38865,1,0,672,TPE10785,--,2020-06-22,08:04:53
20,南京新村,TPE38908,0,1,672,TPE10785,0,2020-06-22,08:04:53
21,臺大癌醫(基隆路),TPE38921,0,1,672,TPE10785,1579,2020-06-22,08:04:53
22,永元路,TPE59135,0,1,672區,TPE16169,142,2020-06-22,08:04:53
23,得和路,TPE38927,0,1,672,TPE10785,151,2020-06-22,08:04:53
24,尖山腳,TPE191879,1,0,672,TPE10785,--,2020-06-22,08:04:53
25,得和路,TPE38872,0,0,672,TPE10785,627,2020-06-22,08:04:53
