,StopName,StopUID,StopStatus,Direction,RouteName,RouteUID,EstimateTime(Sec),UpdateDate,UpdateTime
68,長安東路二段,TPE38892,0,0,672,TPE10785,1130,2020-06-22,07:24:52
69,南京建國路口,TPE38893,0,0,672,TPE10785,1305,2020-06-22,07:24:52
70,中興新村,TPE38871,0,0,672,TPE10785,253,2020-06-22,07:24:52
71,捷運景平站,TPE38933,0,1,672,TPE10785,556,2020-06-22,07:24:52
72,中興新村,TPE59138,0,1,672區,TPE16169,3017,2020-06-22,07:24:52
73,南京敦化路口(小巨蛋),TPE38896,0,0,672,TPE10785,144,2020-06-22,07:24:52
74,羅斯福浦城街口,TPE38879,0,0,672,TPE10785,39,2020-06-22,07:24:52
75,臺大癌醫(基隆路),TPE59131,0,1,672區,TPE16169,2274,2020-06-22,07:24:52
76,臺灣科技大學,TPE38922,0,1,672,TPE10785,234,2020-06-22,07:24:52
77,景平路景德街口,TPE59119,0,0,672區,TPE16169,124,2020-06-22,07:24:52
78,公教住宅,TPE38899,0,0,672,TPE10785,453,2020-06-22,07:24:52
79,金華新生路口,TPE38886,0,0,672,TPE10785,623,2020-06-22,07:24:52
80,景平路景德街口,TPE59144,0,1,672區,TPE16169,3368,2020-06-22,07:24:52
81,長安松江路口,TPE38891,0,0,672,TPE10785,1062,2020-06-22,07:24:52
82,聯合二村,TPE38901,0,0,672,TPE10785,54,2020-06-22,07:24:52
83,永元路,TPE38925,0,1,672,TPE10785,677,2020-06-22,07:24:52
84,中興二村,TPE59139,0,1,672區,TPE16169,3059,2020-06-22,07:24:52
85,三興國小(臨江街觀光夜市),TPE38916,0,1,672,TPE10785,1235,2020-06-22,07:24:52
86,健康新城,TPE38905,0,1,672,TPE10785,316,2020-06-22,07:24:52
87,智光商職,TPE38930,0,1,672,TPE10785,407,2020-06-22,07:24:52
88,光復南路口,TPE38915,0,1,672,TPE10785,1171,2020-06-22,07:24:52
89,民生社區活動中心,TPE38902,0,0,672,TPE10785,91,2020-06-22,07:24:52
90,基隆長興街口,TPE59130,0,1,672區,TPE16169,2235,2020-06-22,07:24:52
91,中興新村,TPE59124,0,0,672區,TPE16169,591,2020-06-22,07:24:52
92,捷運忠孝新生站,TPE38889,0,0,672,TPE10785,896,2020-06-22,07:24:52
93,福和橋(林森路),TPE38924,0,1,672,TPE10785,574,2020-06-22,07:24:52
94,中興二村,TPE59123,0,0,672區,TPE16169,517,2020-06-22,07:24:52
95,師大綜合大樓,TPE38884,0,0,672,TPE10785,336,2020-06-22,07:24:52
96,永元路,TPE38874,0,0,672,TPE10785,0,2020-06-22,07:24:52
97,三民路,TPE38903,0,1,672,TPE10785,172,2020-06-22,07:24:52
98,經建新村,TPE38867,1,0,672,TPE10785,--,2020-06-22,07:24:52
99,得和路,TPE59137,0,1,672區,TPE16169,2906,2020-06-22,07:24:52
100,捷運六張犁站(基隆路),TPE38918,0,1,672,TPE10785,1369,2020-06-22,07:24:52
101,台電大樓,TPE38877,0,0,672,TPE10785,683,2020-06-22,07:24:52
