,StopName,StopUID,StopStatus,Direction,RouteName,RouteUID,EstimateTime(Sec),UpdateDate,UpdateTime
0,南勢角(景平路),TPE142282,0,1,672,TPE10785,850,2020-06-22,08:39:53
1,信義新生路口,TPE38887,0,0,672,TPE10785,529,2020-06-22,08:39:53
2,南京龍江路口,TPE38894,0,0,672,TPE10785,532,2020-06-22,08:39:53
3,智光商職,TPE59122,3,0,672區,TPE16169,--,2020-06-22,08:39:53
4,捷運秀朗橋站,TPE59117,3,0,672區,TPE16169,--,2020-06-22,08:39:53
5,捷運公館站,TPE59129,3,0,672區,TPE16169,--,2020-06-22,08:39:53
6,捷運景平站,TPE59143,3,1,672區,TPE16169,--,2020-06-22,08:39:53
7,博仁醫院,TPE38909,0,1,672,TPE10785,308,2020-06-22,08:39:53
8,福和橋(永元路),TPE38875,0,0,672,TPE10785,893,2020-06-22,08:39:53
9,介壽國中,TPE38900,0,0,672,TPE10785,341,2020-06-22,08:39:53
10,臺北市區監理所(光復),TPE38910,0,1,672,TPE10785,446,2020-06-22,08:39:53
11,喬治商職,TPE38917,0,1,672,TPE10785,134,2020-06-22,08:39:53
12,尖山腳,TPE191880,3,0,672區,TPE16169,--,2020-06-22,08:39:53
13,中正環河路口,TPE59116,3,0,672區,TPE16169,--,2020-06-22,08:39:53
14,秀朗國小,TPE59136,3,1,672區,TPE16169,--,2020-06-22,08:39:53
15,捷運國父紀念館站(光復),TPE38911,0,1,672,TPE10785,522,2020-06-22,08:39:53
16,南京敦化路口(小巨蛋),TPE38897,0,0,672,TPE10785,851,2020-06-22,08:39:53
17,捷運古亭站(和平),TPE38881,0,0,672,TPE10785,0,2020-06-22,08:39:53
18,經建新村,TPE59121,3,0,672區,TPE16169,--,2020-06-22,08:39:53
19,景平路景德街口,TPE38865,1,0,672,TPE10785,--,2020-06-22,08:39:53
20,南京新村,TPE38908,0,1,672,TPE10785,182,2020-06-22,08:39:53
21,臺大癌醫(基隆路),TPE38921,0,1,672,TPE10785,37,2020-06-22,08:39:53
22,永元路,TPE59135,3,1,672區,TPE16169,--,2020-06-22,08:39:53
23,得和路,TPE38927,0,1,672,TPE10785,520,2020-06-22,08:39:53
24,尖山腳,TPE191879,1,0,672,TPE10785,--,2020-06-22,08:39:53
25,得和路,TPE38872,0,0,672,TPE10785,608,2020-06-22,08:39:53
26,捷運台電大樓站,TPE38878,0,0,672,TPE10785,862,2020-06-22,08:39:53
27,捷運秀朗橋站,TPE38936,0,1,672,TPE10785,1201,2020-06-22,08:39:53
28,中正環河路口,TPE59147,3,1,672區,TPE16169,--,2020-06-22,08:39:53
29,捷運秀朗橋站,TPE38863,1,0,672,TPE10785,--,2020-06-22,08:39:53
30,秀朗國小,TPE38873,0,0,672,TPE10785,664,2020-06-22,08:39:53
31,捷運景平站,TPE38866,1,0,672,TPE10785,--,2020-06-22,08:39:53
32,福和橋(林森路),TPE59134,3,1,672區,TPE16169,--,2020-06-22,08:39:53
33,南勢角(景平路),TPE59141,3,1,672區,TPE16169,--,2020-06-22,08:39:53
34,永元路,TPE59127,3,0,672區,TPE16169,--,2020-06-22,08:39:53
35,國父紀念館,TPE38912,0,1,672,TPE10785,679,2020-06-22,08:39:53
36,中興二村,TPE38929,0,1,672,TPE10785,711,2020-06-22,08:39:53
37,和平高中,TPE38919,0,1,672,TPE10785,418,2020-06-22,08:39:53
38,長壽公園,TPE38906,0,1,672,TPE10785,48,2020-06-22,08:39:53
39,捷運南京復興站,TPE38895,0,0,672,TPE10785,653,2020-06-22,08:39:53
40,捷運景平站,TPE59120,3,0,672區,TPE16169,--,2020-06-22,08:39:53
41,秀朗國小,TPE38926,0,1,672,TPE10785,482,2020-06-22,08:39:53
42,捷運秀朗橋站,TPE59146,3,1,672區,TPE16169,--,2020-06-22,08:39:53
43,中正環河路口,TPE38857,1,0,672,TPE10785,--,2020-06-22,08:39:53
44,仁愛新生路口,TPE38888,0,0,672,TPE10785,685,2020-06-22,08:39:53
45,羅斯福金門街口,TPE38880,0,0,672,TPE10785,940,2020-06-22,08:39:53
46,智光商職,TPE59140,3,1,672區,TPE16169,--,2020-06-22,08:39:53
47,公館,TPE59133,3,1,672區,TPE16169,--,2020-06-22,08:39:53
48,光華商場,TPE38890,0,0,672,TPE10785,180,2020-06-22,08:39:53
49,中正環河路口,TPE38942,0,1,672,TPE10785,1503,2020-06-22,08:39:53
50,得和路,TPE59125,3,0,672區,TPE16169,--,2020-06-22,08:39:53
51,福和橋(永元路),TPE59128,3,0,672區,TPE16169,--,2020-06-22,08:39:53
