,StopName,StopUID,StopStatus,Direction,RouteName,RouteUID,EstimateTime(Sec),UpdateDate,UpdateTime
0,南勢角(景平路),TPE142282,0,1,672,TPE10785,1761,2020-06-22,07:44:57
1,信義新生路口,TPE38887,0,0,672,TPE10785,358,2020-06-22,07:44:57
2,南京龍江路口,TPE38894,0,0,672,TPE10785,219,2020-06-22,07:44:57
3,智光商職,TPE59122,3,0,672區,TPE16169,--,2020-06-22,07:44:57
4,捷運秀朗橋站,TPE59117,3,0,672區,TPE16169,--,2020-06-22,07:44:57
5,捷運公館站,TPE59129,0,0,672區,TPE16169,317,2020-06-22,07:44:57
6,捷運景平站,TPE59143,0,1,672區,TPE16169,1881,2020-06-22,07:44:57
7,博仁醫院,TPE38909,0,1,672,TPE10785,1102,2020-06-22,07:44:57
8,福和橋(永元路),TPE38875,0,0,672,TPE10785,524,2020-06-22,07:44:57
9,介壽國中,TPE38900,0,0,672,TPE10785,511,2020-06-22,07:44:57
10,臺北市區監理所(光復),TPE38910,0,1,672,TPE10785,1249,2020-06-22,07:44:57
11,喬治商職,TPE38917,0,1,672,TPE10785,340,2020-06-22,07:44:57
12,尖山腳,TPE191880,3,0,672區,TPE16169,--,2020-06-22,07:44:57
13,中正環河路口,TPE59116,3,0,672區,TPE16169,--,2020-06-22,07:44:57
14,秀朗國小,TPE59136,0,1,672區,TPE16169,1432,2020-06-22,07:44:57
15,捷運國父紀念館站(光復),TPE38911,0,1,672,TPE10785,1314,2020-06-22,07:44:57
16,南京敦化路口(小巨蛋),TPE38897,0,0,672,TPE10785,276,2020-06-22,07:44:57
17,捷運古亭站(和平),TPE38881,0,0,672,TPE10785,674,2020-06-22,07:44:57
18,經建新村,TPE59121,3,0,672區,TPE16169,--,2020-06-22,07:44:57
19,景平路景德街口,TPE38865,0,0,672,TPE10785,110,2020-06-22,07:44:57
20,南京新村,TPE38908,0,1,672,TPE10785,992,2020-06-22,07:44:57
21,臺大癌醫(基隆路),TPE38921,0,1,672,TPE10785,798,2020-06-22,07:44:57
22,永元路,TPE59135,0,1,672區,TPE16169,1342,2020-06-22,07:44:57
23,得和路,TPE38927,0,1,672,TPE10785,1453,2020-06-22,07:44:57
24,尖山腳,TPE191879,0,0,672,TPE10785,27,2020-06-22,07:44:57
25,得和路,TPE38872,0,0,672,TPE10785,184,2020-06-22,07:44:57
26,捷運台電大樓站,TPE38878,0,0,672,TPE10785,409,2020-06-22,07:44:57
27,捷運秀朗橋站,TPE38936,0,1,672,TPE10785,150,2020-06-22,07:44:57
28,中正環河路口,TPE59147,0,1,672區,TPE16169,2386,2020-06-22,07:44:57
29,捷運秀朗橋站,TPE38863,0,0,672,TPE10785,0,2020-06-22,07:44:57
30,秀朗國小,TPE38873,0,0,672,TPE10785,240,2020-06-22,07:44:57
31,捷運景平站,TPE38866,0,0,672,TPE10785,185,2020-06-22,07:44:57
32,福和橋(林森路),TPE59134,0,1,672區,TPE16169,1239,2020-06-22,07:44:57
33,南勢角(景平路),TPE59141,0,1,672區,TPE16169,1777,2020-06-22,07:44:57
34,永元路,TPE59127,3,0,672區,TPE16169,--,2020-06-22,07:44:57
35,國父紀念館,TPE38912,0,1,672,TPE10785,88,2020-06-22,07:44:57
36,中興二村,TPE38929,0,1,672,TPE10785,1646,2020-06-22,07:44:57
37,和平高中,TPE38919,0,1,672,TPE10785,605,2020-06-22,07:44:57
38,長壽公園,TPE38906,0,1,672,TPE10785,890,2020-06-22,07:44:57
39,捷運南京復興站,TPE38895,0,0,672,TPE10785,44,2020-06-22,07:44:57
40,捷運景平站,TPE59120,3,0,672區,TPE16169,--,2020-06-22,07:44:57
41,秀朗國小,TPE38926,0,1,672,TPE10785,1420,2020-06-22,07:44:57
42,捷運秀朗橋站,TPE59146,0,1,672區,TPE16169,2067,2020-06-22,07:44:57
43,中正環河路口,TPE38857,1,0,672,TPE10785,--,2020-06-22,07:44:57
