,StopName,StopUID,StopStatus,Direction,RouteName,RouteUID,EstimateTime(Sec),UpdateDate,UpdateTime
0,南勢角(景平路),TPE142282,0,1,672,TPE10785,860,2020-06-22,07:19:55
1,信義新生路口,TPE38887,0,0,672,TPE10785,1201,2020-06-22,07:19:55
2,南京龍江路口,TPE38894,0,0,672,TPE10785,289,2020-06-22,07:19:55
3,智光商職,TPE59122,1,0,672區,TPE16169,759,2020-06-22,07:19:55
4,捷運秀朗橋站,TPE59117,1,0,672區,TPE16169,315,2020-06-22,07:19:55
5,捷運公館站,TPE59129,1,0,672區,TPE16169,2042,2020-06-22,07:19:55
6,捷運景平站,TPE59143,1,1,672區,TPE16169,3606,2020-06-22,07:19:55
7,博仁醫院,TPE38909,0,1,672,TPE10785,743,2020-06-22,07:19:55
8,福和橋(永元路),TPE38875,0,0,672,TPE10785,343,2020-06-22,07:19:55
9,介壽國中,TPE38900,0,0,672,TPE10785,183,2020-06-22,07:19:55
10,臺北市區監理所(光復),TPE38910,0,1,672,TPE10785,896,2020-06-22,07:19:55
11,喬治商職,TPE38917,0,1,672,TPE10785,105,2020-06-22,07:19:55
12,尖山腳,TPE191880,1,0,672區,TPE16169,362,2020-06-22,07:19:55
13,中正環河路口,TPE59116,1,0,672區,TPE16169,63,2020-06-22,07:19:55
14,秀朗國小,TPE59136,1,1,672區,TPE16169,3157,2020-06-22,07:19:55
15,捷運國父紀念館站(光復),TPE38911,0,1,672,TPE10785,969,2020-06-22,07:19:55
16,南京敦化路口(小巨蛋),TPE38897,0,0,672,TPE10785,570,2020-06-22,07:19:55
17,捷運古亭站(和平),TPE38881,0,0,672,TPE10785,777,2020-06-22,07:19:55
18,經建新村,TPE59121,1,0,672區,TPE16169,592,2020-06-22,07:19:55
19,景平路景德街口,TPE38865,0,0,672,TPE10785,251,2020-06-22,07:19:55
20,南京新村,TPE38908,0,1,672,TPE10785,633,2020-06-22,07:19:55
21,臺大癌醫(基隆路),TPE38921,0,1,672,TPE10785,557,2020-06-22,07:19:55
22,永元路,TPE59135,1,1,672區,TPE16169,3067,2020-06-22,07:19:55
23,得和路,TPE38927,0,1,672,TPE10785,555,2020-06-22,07:19:55
24,尖山腳,TPE191879,0,0,672,TPE10785,168,2020-06-22,07:19:55
25,得和路,TPE38872,0,0,672,TPE10785,7,2020-06-22,07:19:55
26,捷運台電大樓站,TPE38878,0,0,672,TPE10785,539,2020-06-22,07:19:55
27,捷運秀朗橋站,TPE38936,0,1,672,TPE10785,1117,2020-06-22,07:19:55
28,中正環河路口,TPE59147,1,1,672區,TPE16169,4111,2020-06-22,07:19:55
29,捷運秀朗橋站,TPE38863,0,0,672,TPE10785,138,2020-06-22,07:19:55
30,秀朗國小,TPE38873,0,0,672,TPE10785,68,2020-06-22,07:19:55
31,捷運景平站,TPE38866,0,0,672,TPE10785,350,2020-06-22,07:19:55
32,福和橋(林森路),TPE59134,1,1,672區,TPE16169,2964,2020-06-22,07:19:55
33,南勢角(景平路),TPE59141,1,1,672區,TPE16169,3502,2020-06-22,07:19:55
34,永元路,TPE59127,1,0,672區,TPE16169,1290,2020-06-22,07:19:55
35,國父紀念館,TPE38912,0,1,672,TPE10785,1113,2020-06-22,07:19:55
36,中興二村,TPE38929,0,1,672,TPE10785,720,2020-06-22,07:19:55
37,和平高中,TPE38919,0,1,672,TPE10785,358,2020-06-22,07:19:55
38,長壽公園,TPE38906,0,1,672,TPE10785,532,2020-06-22,07:19:55
39,捷運南京復興站,TPE38895,0,0,672,TPE10785,338,2020-06-22,07:19:55
40,捷運景平站,TPE59120,1,0,672區,TPE16169,520,2020-06-22,07:19:55
41,秀朗國小,TPE38926,0,1,672,TPE10785,524,2020-06-22,07:19:55
42,捷運秀朗橋站,TPE59146,1,1,672區,TPE16169,3792,2020-06-22,07:19:55
43,中正環河路口,TPE38857,1,0,672,TPE10785,--,2020-06-22,07:19:55
44,仁愛新生路口,TPE38888,0,0,672,TPE10785,1367,2020-06-22,07:19:55
45,羅斯福金門街口,TPE38880,0,0,672,TPE10785,610,2020-06-22,07:19:55
46,智光商職,TPE59140,1,1,672區,TPE16169,3419,2020-06-22,07:19:55
47,公館,TPE59133,1,1,672區,TPE16169,2654,2020-06-22,07:19:55
48,光華商場,TPE38890,0,0,672,TPE10785,1543,2020-06-22,07:19:55
49,中正環河路口,TPE38942,0,1,672,TPE10785,1401,2020-06-22,07:19:55
50,得和路,TPE59125,1,0,672區,TPE16169,1047,2020-06-22,07:19:55
51,福和橋(永元路),TPE59128,1,0,672區,TPE16169,1505,2020-06-22,07:19:55
52,三軍總醫院松山分院,TPE38907,0,1,672,TPE10785,550,2020-06-22,07:19:55
53,市民住宅,TPE38913,0,1,672,TPE10785,1183,2020-06-22,07:19:55
54,長庚醫院,TPE38898,0,0,672,TPE10785,0,2020-06-22,07:19:55
55,三張犁,TPE38914,0,1,672,TPE10785,1238,2020-06-22,07:19:55
56,三民健康路口(西松高中),TPE38904,0,1,672,TPE10785,422,2020-06-22,07:19:55
57,公館,TPE38923,0,1,672,TPE10785,662,2020-06-22,07:19:55
58,中興新村,TPE38928,0,1,672,TPE10785,673,2020-06-22,07:19:55
59,臺灣科技大學,TPE59132,1,1,672區,TPE16169,2613,2020-06-22,07:19:55
60,景平路景德街口,TPE38934,0,1,672,TPE10785,1012,2020-06-22,07:19:55
61,智光商職,TPE38869,0,0,672,TPE10785,519,2020-06-22,07:19:55
62,捷運公館站,TPE38876,0,0,672,TPE10785,346,2020-06-22,07:19:55
63,秀朗國小,TPE59126,1,0,672區,TPE16169,1149,2020-06-22,07:19:55
64,中興二村,TPE38870,0,0,672,TPE10785,562,2020-06-22,07:19:55
65,基隆長興街口,TPE38920,0,1,672,TPE10785,519,2020-06-22,07:19:55
66,師大,TPE38883,0,0,672,TPE10785,833,2020-06-22,07:19:55
67,溫州街口,TPE38885,0,0,672,TPE10785,930,2020-06-22,07:19:55
68,長安東路二段,TPE38892,0,0,672,TPE10785,67,2020-06-22,07:19:55
69,南京建國路口,TPE38893,0,0,672,TPE10785,241,2020-06-22,07:19:55
70,中興新村,TPE38871,0,0,672,TPE10785,635,2020-06-22,07:19:55
71,捷運景平站,TPE38933,0,1,672,TPE10785,929,2020-06-22,07:19:55
72,中興新村,TPE59138,1,1,672區,TPE16169,3332,2020-06-22,07:19:55
73,南京敦化路口(小巨蛋),TPE38896,0,0,672,TPE10785,482,2020-06-22,07:19:55
74,羅斯福浦城街口,TPE38879,0,0,672,TPE10785,568,2020-06-22,07:19:55
75,臺大癌醫(基隆路),TPE59131,1,1,672區,TPE16169,2589,2020-06-22,07:19:55
76,臺灣科技大學,TPE38922,0,1,672,TPE10785,592,2020-06-22,07:19:55
77,景平路景德街口,TPE59119,1,0,672區,TPE16169,439,2020-06-22,07:19:55
78,公教住宅,TPE38899,0,0,672,TPE10785,134,2020-06-22,07:19:55
