,StopName,StopUID,StopStatus,Direction,RouteName,RouteUID,EstimateTime(Sec),UpdateDate,UpdateTime
79,金華新生路口,TPE38886,0,0,672,TPE10785,1152,2020-06-22,07:19:55
80,景平路景德街口,TPE59144,1,1,672區,TPE16169,3683,2020-06-22,07:19:55
81,長安松江路口,TPE38891,0,0,672,TPE10785,1595,2020-06-22,07:19:55
82,聯合二村,TPE38901,0,0,672,TPE10785,237,2020-06-22,07:19:55
83,永元路,TPE38925,0,1,672,TPE10785,373,2020-06-22,07:19:55
84,中興二村,TPE59139,1,1,672區,TPE16169,3374,2020-06-22,07:19:55
85,三興國小(臨江街觀光夜市),TPE38916,0,1,672,TPE10785,66,2020-06-22,07:19:55
86,健康新城,TPE38905,0,1,672,TPE10785,499,2020-06-22,07:19:55
87,智光商職,TPE38930,0,1,672,TPE10785,780,2020-06-22,07:19:55
88,光復南路口,TPE38915,0,1,672,TPE10785,1354,2020-06-22,07:19:55
89,民生社區活動中心,TPE38902,0,0,672,TPE10785,274,2020-06-22,07:19:55
90,基隆長興街口,TPE59130,1,1,672區,TPE16169,2550,2020-06-22,07:19:55
91,中興新村,TPE59124,1,0,672區,TPE16169,906,2020-06-22,07:19:55
92,捷運忠孝新生站,TPE38889,0,0,672,TPE10785,1425,2020-06-22,07:19:55
93,福和橋(林森路),TPE38924,0,1,672,TPE10785,270,2020-06-22,07:19:55
94,中興二村,TPE59123,1,0,672區,TPE16169,832,2020-06-22,07:19:55
95,師大綜合大樓,TPE38884,0,0,672,TPE10785,865,2020-06-22,07:19:55
96,永元路,TPE38874,0,0,672,TPE10785,190,2020-06-22,07:19:55
97,三民路,TPE38903,0,1,672,TPE10785,355,2020-06-22,07:19:55
98,經建新村,TPE38867,0,0,672,TPE10785,382,2020-06-22,07:19:55
99,得和路,TPE59137,1,1,672區,TPE16169,3221,2020-06-22,07:19:55
100,捷運六張犁站(基隆路),TPE38918,0,1,672,TPE10785,191,2020-06-22,07:19:55
101,台電大樓,TPE38877,0,0,672,TPE10785,447,2020-06-22,07:19:55
