,StopName,StopUID,StopStatus,Direction,RouteName,RouteUID,EstimateTime(Sec),UpdateDate,UpdateTime
0,南勢角(景平路),TPE142282,0,1,672,TPE10785,689,2020-06-22,08:54:52
1,信義新生路口,TPE38887,0,0,672,TPE10785,583,2020-06-22,08:54:52
2,南京龍江路口,TPE38894,0,0,672,TPE10785,219,2020-06-22,08:54:52
3,智光商職,TPE59122,3,0,672區,TPE16169,--,2020-06-22,08:54:52
4,捷運秀朗橋站,TPE59117,3,0,672區,TPE16169,--,2020-06-22,08:54:52
5,捷運公館站,TPE59129,3,0,672區,TPE16169,--,2020-06-22,08:54:52
6,捷運景平站,TPE59143,3,1,672區,TPE16169,--,2020-06-22,08:54:52
7,博仁醫院,TPE38909,0,1,672,TPE10785,320,2020-06-22,08:54:52
8,福和橋(永元路),TPE38875,0,0,672,TPE10785,955,2020-06-22,08:54:52
9,介壽國中,TPE38900,0,0,672,TPE10785,470,2020-06-22,08:54:52
10,臺北市區監理所(光復),TPE38910,0,1,672,TPE10785,461,2020-06-22,08:54:52
11,喬治商職,TPE38917,0,1,672,TPE10785,421,2020-06-22,08:54:52
12,尖山腳,TPE191880,3,0,672區,TPE16169,--,2020-06-22,08:54:52
13,中正環河路口,TPE59116,3,0,672區,TPE16169,--,2020-06-22,08:54:52
14,秀朗國小,TPE59136,3,1,672區,TPE16169,--,2020-06-22,08:54:52
15,捷運國父紀念館站(光復),TPE38911,0,1,672,TPE10785,535,2020-06-22,08:54:52
16,南京敦化路口(小巨蛋),TPE38897,0,0,672,TPE10785,26,2020-06-22,08:54:52
17,捷運古亭站(和平),TPE38881,0,0,672,TPE10785,106,2020-06-22,08:54:52
18,經建新村,TPE59121,3,0,672區,TPE16169,--,2020-06-22,08:54:52
19,景平路景德街口,TPE38865,0,0,672,TPE10785,94,2020-06-22,08:54:52
20,南京新村,TPE38908,0,1,672,TPE10785,207,2020-06-22,08:54:52
21,臺大癌醫(基隆路),TPE38921,0,1,672,TPE10785,964,2020-06-22,08:54:52
22,永元路,TPE59135,3,1,672區,TPE16169,--,2020-06-22,08:54:52
23,得和路,TPE38927,0,1,672,TPE10785,411,2020-06-22,08:54:52
24,尖山腳,TPE191879,1,0,672,TPE10785,--,2020-06-22,08:54:52
25,得和路,TPE38872,0,0,672,TPE10785,632,2020-06-22,08:54:52
26,捷運台電大樓站,TPE38878,0,0,672,TPE10785,658,2020-06-22,08:54:52
27,捷運秀朗橋站,TPE38936,0,1,672,TPE10785,991,2020-06-22,08:54:52
28,中正環河路口,TPE59147,3,1,672區,TPE16169,--,2020-06-22,08:54:52
29,捷運秀朗橋站,TPE38863,1,0,672,TPE10785,--,2020-06-22,08:54:52
30,秀朗國小,TPE38873,0,0,672,TPE10785,684,2020-06-22,08:54:52
31,捷運景平站,TPE38866,0,0,672,TPE10785,137,2020-06-22,08:54:52
32,福和橋(林森路),TPE59134,3,1,672區,TPE16169,--,2020-06-22,08:54:52
33,南勢角(景平路),TPE59141,3,1,672區,TPE16169,--,2020-06-22,08:54:52
34,永元路,TPE59127,3,0,672區,TPE16169,--,2020-06-22,08:54:52
35,國父紀念館,TPE38912,0,1,672,TPE10785,691,2020-06-22,08:54:52
36,中興二村,TPE38929,0,1,672,TPE10785,578,2020-06-22,08:54:52
37,和平高中,TPE38919,0,1,672,TPE10785,711,2020-06-22,08:54:52
38,長壽公園,TPE38906,0,1,672,TPE10785,57,2020-06-22,08:54:52
39,捷運南京復興站,TPE38895,0,0,672,TPE10785,338,2020-06-22,08:54:52
40,捷運景平站,TPE59120,3,0,672區,TPE16169,--,2020-06-22,08:54:52
41,秀朗國小,TPE38926,0,1,672,TPE10785,375,2020-06-22,08:54:52
42,捷運秀朗橋站,TPE59146,3,1,672區,TPE16169,--,2020-06-22,08:54:52
43,中正環河路口,TPE38857,1,0,672,TPE10785,--,2020-06-22,08:54:52
44,仁愛新生路口,TPE38888,0,0,672,TPE10785,747,2020-06-22,08:54:52
45,羅斯福金門街口,TPE38880,0,0,672,TPE10785,740,2020-06-22,08:54:52
46,智光商職,TPE59140,3,1,672區,TPE16169,--,2020-06-22,08:54:52
47,公館,TPE59133,3,1,672區,TPE16169,--,2020-06-22,08:54:52
48,光華商場,TPE38890,0,0,672,TPE10785,934,2020-06-22,08:54:52
49,中正環河路口,TPE38942,0,1,672,TPE10785,193,2020-06-22,08:54:52
50,得和路,TPE59125,3,0,672區,TPE16169,--,2020-06-22,08:54:52
51,福和橋(永元路),TPE59128,3,0,672區,TPE16169,--,2020-06-22,08:54:52
52,三軍總醫院松山分院,TPE38907,0,1,672,TPE10785,92,2020-06-22,08:54:52
53,市民住宅,TPE38913,0,1,672,TPE10785,49,2020-06-22,08:54:52
54,長庚醫院,TPE38898,0,0,672,TPE10785,241,2020-06-22,08:54:52
55,三張犁,TPE38914,0,1,672,TPE10785,98,2020-06-22,08:54:52
56,三民健康路口(西松高中),TPE38904,0,1,672,TPE10785,750,2020-06-22,08:54:52
57,公館,TPE38923,0,1,672,TPE10785,1094,2020-06-22,08:54:52
58,中興新村,TPE38928,0,1,672,TPE10785,528,2020-06-22,08:54:52
59,臺灣科技大學,TPE59132,3,1,672區,TPE16169,--,2020-06-22,08:54:52
60,景平路景德街口,TPE38934,0,1,672,TPE10785,888,2020-06-22,08:54:52
61,智光商職,TPE38869,0,0,672,TPE10785,389,2020-06-22,08:54:52
62,捷運公館站,TPE38876,0,0,672,TPE10785,325,2020-06-22,08:54:52
63,秀朗國小,TPE59126,3,0,672區,TPE16169,--,2020-06-22,08:54:52
64,中興二村,TPE38870,0,0,672,TPE10785,455,2020-06-22,08:54:52
65,基隆長興街口,TPE38920,0,1,672,TPE10785,922,2020-06-22,08:54:52
66,師大,TPE38883,0,0,672,TPE10785,177,2020-06-22,08:54:52
67,溫州街口,TPE38885,0,0,672,TPE10785,337,2020-06-22,08:54:52
68,長安東路二段,TPE38892,0,0,672,TPE10785,1077,2020-06-22,08:54:52
69,南京建國路口,TPE38893,0,0,672,TPE10785,136,2020-06-22,08:54:52
70,中興新村,TPE38871,0,0,672,TPE10785,519,2020-06-22,08:54:52
71,捷運景平站,TPE38933,0,1,672,TPE10785,753,2020-06-22,08:54:52
72,中興新村,TPE59138,3,1,672區,TPE16169,--,2020-06-22,08:54:52
73,南京敦化路口(小巨蛋),TPE38896,0,0,672,TPE10785,431,2020-06-22,08:54:52
74,羅斯福浦城街口,TPE38879,0,0,672,TPE10785,695,2020-06-22,08:54:52
75,臺大癌醫(基隆路),TPE59131,3,1,672區,TPE16169,--,2020-06-22,08:54:52
76,臺灣科技大學,TPE38922,0,1,672,TPE10785,1002,2020-06-22,08:54:52
77,景平路景德街口,TPE59119,3,0,672區,TPE16169,--,2020-06-22,08:54:52
78,公教住宅,TPE38899,0,0,672,TPE10785,405,2020-06-22,08:54:52
79,金華新生路口,TPE38886,0,0,672,TPE10785,531,2020-06-22,08:54:52
80,景平路景德街口,TPE59144,3,1,672區,TPE16169,--,2020-06-22,08:54:52
81,長安松江路口,TPE38891,0,0,672,TPE10785,981,2020-06-22,08:54:52
82,聯合二村,TPE38901,0,0,672,TPE10785,531,2020-06-22,08:54:52
83,永元路,TPE38925,0,1,672,TPE10785,279,2020-06-22,08:54:52
84,中興二村,TPE59139,3,1,672區,TPE16169,--,2020-06-22,08:54:52
85,三興國小(臨江街觀光夜市),TPE38916,0,1,672,TPE10785,339,2020-06-22,08:54:52
86,健康新城,TPE38905,0,1,672,TPE10785,0,2020-06-22,08:54:52
87,智光商職,TPE38930,0,1,672,TPE10785,634,2020-06-22,08:54:52
88,光復南路口,TPE38915,0,1,672,TPE10785,266,2020-06-22,08:54:52
89,民生社區活動中心,TPE38902,0,0,672,TPE10785,584,2020-06-22,08:54:52
90,基隆長興街口,TPE59130,3,1,672區,TPE16169,--,2020-06-22,08:54:52
91,中興新村,TPE59124,3,0,672區,TPE16169,--,2020-06-22,08:54:52
92,捷運忠孝新生站,TPE38889,0,0,672,TPE10785,810,2020-06-22,08:54:52
93,福和橋(林森路),TPE38924,0,1,672,TPE10785,177,2020-06-22,08:54:52
94,中興二村,TPE59123,3,0,672區,TPE16169,--,2020-06-22,08:54:52
95,師大綜合大樓,TPE38884,0,0,672,TPE10785,218,2020-06-22,08:54:52
96,永元路,TPE38874,0,0,672,TPE10785,822,2020-06-22,08:54:52
97,三民路,TPE38903,0,1,672,TPE10785,686,2020-06-22,08:54:52
98,經建新村,TPE38867,0,0,672,TPE10785,251,2020-06-22,08:54:52
99,得和路,TPE59137,3,1,672區,TPE16169,--,2020-06-22,08:54:52
100,捷運六張犁站(基隆路),TPE38918,0,1,672,TPE10785,508,2020-06-22,08:54:52
