,StopName,StopUID,StopStatus,Direction,RouteName,RouteUID,EstimateTime(Sec),UpdateDate,UpdateTime
82,聯合二村,TPE38901,0,0,672,TPE10785,91,2020-06-22,06:59:58
83,永元路,TPE38925,0,1,672,TPE10785,1105,2020-06-22,06:59:58
84,中興二村,TPE59139,1,1,672區,TPE16169,4576,2020-06-22,06:59:58
85,三興國小(臨江街觀光夜市),TPE38916,0,1,672,TPE10785,359,2020-06-22,06:59:58
86,健康新城,TPE38905,0,1,672,TPE10785,298,2020-06-22,06:59:58
87,智光商職,TPE38930,0,1,672,TPE10785,1432,2020-06-22,06:59:58
88,光復南路口,TPE38915,0,1,672,TPE10785,288,2020-06-22,06:59:58
89,民生社區活動中心,TPE38902,0,0,672,TPE10785,115,2020-06-22,06:59:58
90,基隆長興街口,TPE59130,1,1,672區,TPE16169,3752,2020-06-22,06:59:58
91,中興新村,TPE59124,1,0,672區,TPE16169,2108,2020-06-22,06:59:58
92,捷運忠孝新生站,TPE38889,0,0,672,TPE10785,374,2020-06-22,06:59:58
93,福和橋(林森路),TPE38924,0,1,672,TPE10785,1028,2020-06-22,06:59:58
94,中興二村,TPE59123,1,0,672區,TPE16169,2034,2020-06-22,06:59:58
95,師大綜合大樓,TPE38884,0,0,672,TPE10785,429,2020-06-22,06:59:58
96,永元路,TPE38874,0,0,672,TPE10785,756,2020-06-22,06:59:58
97,三民路,TPE38903,0,1,672,TPE10785,188,2020-06-22,06:59:58
98,經建新村,TPE38867,0,0,672,TPE10785,193,2020-06-22,06:59:58
99,得和路,TPE59137,1,1,672區,TPE16169,4423,2020-06-22,06:59:58
100,捷運六張犁站(基隆路),TPE38918,0,1,672,TPE10785,500,2020-06-22,06:59:58
101,台電大樓,TPE38877,0,0,672,TPE10785,0,2020-06-22,06:59:58
