,StopName,StopUID,StopStatus,Direction,RouteName,RouteUID,EstimateTime(Sec),UpdateDate,UpdateTime
0,南勢角(景平路),TPE142282,0,1,672,TPE10785,100,2020-06-22,06:59:58
1,信義新生路口,TPE38887,0,0,672,TPE10785,206,2020-06-22,06:59:58
2,南京龍江路口,TPE38894,0,0,672,TPE10785,720,2020-06-22,06:59:58
3,智光商職,TPE59122,1,0,672區,TPE16169,1961,2020-06-22,06:59:58
4,捷運秀朗橋站,TPE59117,1,0,672區,TPE16169,1517,2020-06-22,06:59:58
5,捷運公館站,TPE59129,1,0,672區,TPE16169,3244,2020-06-22,06:59:58
6,捷運景平站,TPE59143,1,1,672區,TPE16169,4808,2020-06-22,06:59:58
7,博仁醫院,TPE38909,0,1,672,TPE10785,521,2020-06-22,06:59:58
8,福和橋(永元路),TPE38875,0,0,672,TPE10785,862,2020-06-22,06:59:58
9,介壽國中,TPE38900,0,0,672,TPE10785,50,2020-06-22,06:59:58
10,臺北市區監理所(光復),TPE38910,0,1,672,TPE10785,590,2020-06-22,06:59:58
11,喬治商職,TPE38917,0,1,672,TPE10785,422,2020-06-22,06:59:58
12,尖山腳,TPE191880,1,0,672區,TPE16169,1564,2020-06-22,06:59:58
13,中正環河路口,TPE59116,1,0,672區,TPE16169,1265,2020-06-22,06:59:58
14,秀朗國小,TPE59136,1,1,672區,TPE16169,4359,2020-06-22,06:59:58
15,捷運國父紀念館站(光復),TPE38911,0,1,672,TPE10785,0,2020-06-22,06:59:58
16,南京敦化路口(小巨蛋),TPE38897,0,0,672,TPE10785,949,2020-06-22,06:59:58
17,捷運古亭站(和平),TPE38881,0,0,672,TPE10785,308,2020-06-22,06:59:58
18,經建新村,TPE59121,1,0,672區,TPE16169,1794,2020-06-22,06:59:58
19,景平路景德街口,TPE38865,0,0,672,TPE10785,96,2020-06-22,06:59:58
20,南京新村,TPE38908,0,1,672,TPE10785,459,2020-06-22,06:59:58
21,臺大癌醫(基隆路),TPE38921,0,1,672,TPE10785,725,2020-06-22,06:59:58
22,永元路,TPE59135,1,1,672區,TPE16169,4269,2020-06-22,06:59:58
23,得和路,TPE38927,0,1,672,TPE10785,1229,2020-06-22,06:59:58
24,尖山腳,TPE191879,0,0,672,TPE10785,30,2020-06-22,06:59:58
25,得和路,TPE38872,0,0,672,TPE10785,671,2020-06-22,06:59:58
26,捷運台電大樓站,TPE38878,0,0,672,TPE10785,81,2020-06-22,06:59:58
27,捷運秀朗橋站,TPE38936,0,1,672,TPE10785,308,2020-06-22,06:59:58
28,中正環河路口,TPE59147,1,1,672區,TPE16169,5313,2020-06-22,06:59:58
29,捷運秀朗橋站,TPE38863,1,0,672,TPE10785,--,2020-06-22,06:59:58
30,秀朗國小,TPE38873,0,0,672,TPE10785,722,2020-06-22,06:59:58
31,捷運景平站,TPE38866,0,0,672,TPE10785,177,2020-06-22,06:59:58
32,福和橋(林森路),TPE59134,1,1,672區,TPE16169,4166,2020-06-22,06:59:58
33,南勢角(景平路),TPE59141,1,1,672區,TPE16169,4704,2020-06-22,06:59:58
34,永元路,TPE59127,1,0,672區,TPE16169,2492,2020-06-22,06:59:58
35,國父紀念館,TPE38912,0,1,672,TPE10785,109,2020-06-22,06:59:58
36,中興二村,TPE38929,0,1,672,TPE10785,1379,2020-06-22,06:59:58
37,和平高中,TPE38919,0,1,672,TPE10785,575,2020-06-22,06:59:58
38,長壽公園,TPE38906,0,1,672,TPE10785,342,2020-06-22,06:59:58
39,捷運南京復興站,TPE38895,0,0,672,TPE10785,804,2020-06-22,06:59:58
40,捷運景平站,TPE59120,1,0,672區,TPE16169,1722,2020-06-22,06:59:58
41,秀朗國小,TPE38926,0,1,672,TPE10785,1179,2020-06-22,06:59:58
42,捷運秀朗橋站,TPE59146,1,1,672區,TPE16169,4994,2020-06-22,06:59:58
43,中正環河路口,TPE38857,1,0,672,TPE10785,--,2020-06-22,06:59:58
44,仁愛新生路口,TPE38888,0,0,672,TPE10785,282,2020-06-22,06:59:58
45,羅斯福金門街口,TPE38880,0,0,672,TPE10785,156,2020-06-22,06:59:58
46,智光商職,TPE59140,1,1,672區,TPE16169,4621,2020-06-22,06:59:58
47,公館,TPE59133,1,1,672區,TPE16169,3856,2020-06-22,06:59:58
48,光華商場,TPE38890,0,0,672,TPE10785,454,2020-06-22,06:59:58
49,中正環河路口,TPE38942,0,1,672,TPE10785,528,2020-06-22,06:59:58
50,得和路,TPE59125,1,0,672區,TPE16169,2249,2020-06-22,06:59:58
51,福和橋(永元路),TPE59128,1,0,672區,TPE16169,2707,2020-06-22,06:59:58
52,三軍總醫院松山分院,TPE38907,0,1,672,TPE10785,372,2020-06-22,06:59:58
53,市民住宅,TPE38913,0,1,672,TPE10785,142,2020-06-22,06:59:58
54,長庚醫院,TPE38898,0,0,672,TPE10785,1000,2020-06-22,06:59:58
55,三張犁,TPE38914,0,1,672,TPE10785,193,2020-06-22,06:59:58
56,三民健康路口(西松高中),TPE38904,0,1,672,TPE10785,233,2020-06-22,06:59:58
57,公館,TPE38923,0,1,672,TPE10785,813,2020-06-22,06:59:58
58,中興新村,TPE38928,0,1,672,TPE10785,1337,2020-06-22,06:59:58
59,臺灣科技大學,TPE59132,1,1,672區,TPE16169,3815,2020-06-22,06:59:58
60,景平路景德街口,TPE38934,0,1,672,TPE10785,225,2020-06-22,06:59:58
61,智光商職,TPE38869,0,0,672,TPE10785,427,2020-06-22,06:59:58
62,捷運公館站,TPE38876,0,0,672,TPE10785,1227,2020-06-22,06:59:58
63,秀朗國小,TPE59126,1,0,672區,TPE16169,2351,2020-06-22,06:59:58
64,中興二村,TPE38870,0,0,672,TPE10785,482,2020-06-22,06:59:58
65,基隆長興街口,TPE38920,0,1,672,TPE10785,679,2020-06-22,06:59:58
66,師大,TPE38883,0,0,672,TPE10785,365,2020-06-22,06:59:58
67,溫州街口,TPE38885,0,0,672,TPE10785,476,2020-06-22,06:59:58
68,長安東路二段,TPE38892,0,0,672,TPE10785,585,2020-06-22,06:59:58
69,南京建國路口,TPE38893,0,0,672,TPE10785,676,2020-06-22,06:59:58
70,中興新村,TPE38871,0,0,672,TPE10785,519,2020-06-22,06:59:58
71,捷運景平站,TPE38933,0,1,672,TPE10785,152,2020-06-22,06:59:58
72,中興新村,TPE59138,1,1,672區,TPE16169,4534,2020-06-22,06:59:58
73,南京敦化路口(小巨蛋),TPE38896,0,0,672,TPE10785,894,2020-06-22,06:59:58
74,羅斯福浦城街口,TPE38879,0,0,672,TPE10785,110,2020-06-22,06:59:58
75,臺大癌醫(基隆路),TPE59131,1,1,672區,TPE16169,3791,2020-06-22,06:59:58
76,臺灣科技大學,TPE38922,0,1,672,TPE10785,757,2020-06-22,06:59:58
77,景平路景德街口,TPE59119,1,0,672區,TPE16169,1641,2020-06-22,06:59:58
78,公教住宅,TPE38899,0,0,672,TPE10785,1064,2020-06-22,06:59:58
79,金華新生路口,TPE38886,0,0,672,TPE10785,130,2020-06-22,06:59:58
80,景平路景德街口,TPE59144,1,1,672區,TPE16169,4885,2020-06-22,06:59:58
81,長安松江路口,TPE38891,0,0,672,TPE10785,560,2020-06-22,06:59:58
