,StopName,StopUID,StopStatus,Direction,RouteName,RouteUID,EstimateTime(Sec),UpdateDate,UpdateTime
41,秀朗國小,TPE38926,0,1,672,TPE10785,108,2020-06-22,07:34:53
42,捷運秀朗橋站,TPE59146,0,1,672區,TPE16169,2643,2020-06-22,07:34:53
43,中正環河路口,TPE38857,1,0,672,TPE10785,--,2020-06-22,07:34:53
44,仁愛新生路口,TPE38888,0,0,672,TPE10785,286,2020-06-22,07:34:53
45,羅斯福金門街口,TPE38880,0,0,672,TPE10785,279,2020-06-22,07:34:53
46,智光商職,TPE59140,0,1,672區,TPE16169,2270,2020-06-22,07:34:53
47,公館,TPE59133,0,1,672區,TPE16169,1505,2020-06-22,07:34:53
48,光華商場,TPE38890,0,0,672,TPE10785,462,2020-06-22,07:34:53
49,中正環河路口,TPE38942,0,1,672,TPE10785,472,2020-06-22,07:34:53
50,得和路,TPE59125,3,0,672區,TPE16169,--,2020-06-22,07:34:53
51,福和橋(永元路),TPE59128,0,0,672區,TPE16169,356,2020-06-22,07:34:53
52,三軍總醫院松山分院,TPE38907,0,1,672,TPE10785,177,2020-06-22,07:34:53
53,市民住宅,TPE38913,0,1,672,TPE10785,633,2020-06-22,07:34:53
54,長庚醫院,TPE38898,0,0,672,TPE10785,1125,2020-06-22,07:34:53
55,三張犁,TPE38914,0,1,672,TPE10785,688,2020-06-22,07:34:53
56,三民健康路口(西松高中),TPE38904,0,1,672,TPE10785,1563,2020-06-22,07:34:53
57,公館,TPE38923,0,1,672,TPE10785,1496,2020-06-22,07:34:53
58,中興新村,TPE38928,0,1,672,TPE10785,280,2020-06-22,07:34:53
59,臺灣科技大學,TPE59132,0,1,672區,TPE16169,1464,2020-06-22,07:34:53
60,景平路景德街口,TPE38934,0,1,672,TPE10785,83,2020-06-22,07:34:53
61,智光商職,TPE38869,0,0,672,TPE10785,492,2020-06-22,07:34:53
62,捷運公館站,TPE38876,0,0,672,TPE10785,0,2020-06-22,07:34:53
63,秀朗國小,TPE59126,0,0,672區,TPE16169,0,2020-06-22,07:34:53
64,中興二村,TPE38870,0,0,672,TPE10785,531,2020-06-22,07:34:53
65,基隆長興街口,TPE38920,0,1,672,TPE10785,1329,2020-06-22,07:34:53
66,師大,TPE38883,0,0,672,TPE10785,549,2020-06-22,07:34:53
67,溫州街口,TPE38885,0,0,672,TPE10785,645,2020-06-22,07:34:53
68,長安東路二段,TPE38892,0,0,672,TPE10785,578,2020-06-22,07:34:53
69,南京建國路口,TPE38893,0,0,672,TPE10785,753,2020-06-22,07:34:53
70,中興新村,TPE38871,0,0,672,TPE10785,634,2020-06-22,07:34:53
71,捷運景平站,TPE38933,0,1,672,TPE10785,523,2020-06-22,07:34:53
72,中興新村,TPE59138,0,1,672區,TPE16169,2183,2020-06-22,07:34:53
73,南京敦化路口(小巨蛋),TPE38896,0,0,672,TPE10785,985,2020-06-22,07:34:53
74,羅斯福浦城街口,TPE38879,0,0,672,TPE10785,237,2020-06-22,07:34:53
75,臺大癌醫(基隆路),TPE59131,0,1,672區,TPE16169,1440,2020-06-22,07:34:53
76,臺灣科技大學,TPE38922,0,1,672,TPE10785,1403,2020-06-22,07:34:53
77,景平路景德街口,TPE59119,3,0,672區,TPE16169,--,2020-06-22,07:34:53
78,公教住宅,TPE38899,0,0,672,TPE10785,1259,2020-06-22,07:34:53
79,金華新生路口,TPE38886,0,0,672,TPE10785,71,2020-06-22,07:34:53
80,景平路景德街口,TPE59144,0,1,672區,TPE16169,2534,2020-06-22,07:34:53
81,長安松江路口,TPE38891,0,0,672,TPE10785,510,2020-06-22,07:34:53
82,聯合二村,TPE38901,0,0,672,TPE10785,1362,2020-06-22,07:34:53
83,永元路,TPE38925,0,1,672,TPE10785,0,2020-06-22,07:34:53
84,中興二村,TPE59139,0,1,672區,TPE16169,2225,2020-06-22,07:34:53
85,三興國小(臨江街觀光夜市),TPE38916,0,1,672,TPE10785,868,2020-06-22,07:34:53
86,健康新城,TPE38905,0,1,672,TPE10785,115,2020-06-22,07:34:53
87,智光商職,TPE38930,0,1,672,TPE10785,387,2020-06-22,07:34:53
88,光復南路口,TPE38915,0,1,672,TPE10785,804,2020-06-22,07:34:53
89,民生社區活動中心,TPE38902,0,0,672,TPE10785,1406,2020-06-22,07:34:53
90,基隆長興街口,TPE59130,0,1,672區,TPE16169,1401,2020-06-22,07:34:53
91,中興新村,TPE59124,3,0,672區,TPE16169,--,2020-06-22,07:34:53
92,捷運忠孝新生站,TPE38889,0,0,672,TPE10785,344,2020-06-22,07:34:53
93,福和橋(林森路),TPE38924,0,1,672,TPE10785,1761,2020-06-22,07:34:53
94,中興二村,TPE59123,3,0,672區,TPE16169,--,2020-06-22,07:34:53
95,師大綜合大樓,TPE38884,0,0,672,TPE10785,580,2020-06-22,07:34:53
96,永元路,TPE38874,0,0,672,TPE10785,127,2020-06-22,07:34:53
97,三民路,TPE38903,0,1,672,TPE10785,1496,2020-06-22,07:34:53
98,經建新村,TPE38867,0,0,672,TPE10785,292,2020-06-22,07:34:53
99,得和路,TPE59137,0,1,672區,TPE16169,2072,2020-06-22,07:34:53
100,捷運六張犁站(基隆路),TPE38918,0,1,672,TPE10785,1002,2020-06-22,07:34:53
101,台電大樓,TPE38877,0,0,672,TPE10785,101,2020-06-22,07:34:53
