,StopName,StopUID,StopStatus,Direction,RouteName,RouteUID,EstimateTime(Sec),UpdateDate,UpdateTime
44,仁愛新生路口,TPE38888,0,0,672,TPE10785,79,2020-06-22,08:24:56
45,羅斯福金門街口,TPE38880,0,0,672,TPE10785,724,2020-06-22,08:24:56
46,智光商職,TPE59140,3,1,672區,TPE16169,--,2020-06-22,08:24:56
47,公館,TPE59133,3,1,672區,TPE16169,--,2020-06-22,08:24:56
48,光華商場,TPE38890,0,0,672,TPE10785,259,2020-06-22,08:24:56
49,中正環河路口,TPE38942,0,1,672,TPE10785,137,2020-06-22,08:24:56
50,得和路,TPE59125,3,0,672區,TPE16169,--,2020-06-22,08:24:56
51,福和橋(永元路),TPE59128,3,0,672區,TPE16169,--,2020-06-22,08:24:56
52,三軍總醫院松山分院,TPE38907,0,1,672,TPE10785,924,2020-06-22,08:24:56
53,市民住宅,TPE38913,0,1,672,TPE10785,637,2020-06-22,08:24:56
54,長庚醫院,TPE38898,0,0,672,TPE10785,191,2020-06-22,08:24:56
55,三張犁,TPE38914,0,1,672,TPE10785,692,2020-06-22,08:24:56
56,三民健康路口(西松高中),TPE38904,0,1,672,TPE10785,726,2020-06-22,08:24:56
57,公館,TPE38923,0,1,672,TPE10785,480,2020-06-22,08:24:56
58,中興新村,TPE38928,0,1,672,TPE10785,1342,2020-06-22,08:24:56
59,臺灣科技大學,TPE59132,3,1,672區,TPE16169,--,2020-06-22,08:24:56
60,景平路景德街口,TPE38934,0,1,672,TPE10785,1791,2020-06-22,08:24:56
61,智光商職,TPE38869,0,0,672,TPE10785,240,2020-06-22,08:24:56
62,捷運公館站,TPE38876,0,0,672,TPE10785,342,2020-06-22,08:24:56
63,秀朗國小,TPE59126,3,0,672區,TPE16169,--,2020-06-22,08:24:56
64,中興二村,TPE38870,0,0,672,TPE10785,266,2020-06-22,08:24:56
65,基隆長興街口,TPE38920,0,1,672,TPE10785,302,2020-06-22,08:24:56
66,師大,TPE38883,0,0,672,TPE10785,164,2020-06-22,08:24:56
67,溫州街口,TPE38885,0,0,672,TPE10785,336,2020-06-22,08:24:56
68,長安東路二段,TPE38892,0,0,672,TPE10785,412,2020-06-22,08:24:56
69,南京建國路口,TPE38893,0,0,672,TPE10785,567,2020-06-22,08:24:56
70,中興新村,TPE38871,0,0,672,TPE10785,330,2020-06-22,08:24:56
71,捷運景平站,TPE38933,0,1,672,TPE10785,1655,2020-06-22,08:24:56
72,中興新村,TPE59138,3,1,672區,TPE16169,--,2020-06-22,08:24:56
73,南京敦化路口(小巨蛋),TPE38896,0,0,672,TPE10785,874,2020-06-22,08:24:56
74,羅斯福浦城街口,TPE38879,0,0,672,TPE10785,678,2020-06-22,08:24:56
75,臺大癌醫(基隆路),TPE59131,3,1,672區,TPE16169,--,2020-06-22,08:24:56
76,臺灣科技大學,TPE38922,0,1,672,TPE10785,379,2020-06-22,08:24:56
77,景平路景德街口,TPE59119,3,0,672區,TPE16169,--,2020-06-22,08:24:56
78,公教住宅,TPE38899,0,0,672,TPE10785,392,2020-06-22,08:24:56
79,金華新生路口,TPE38886,0,0,672,TPE10785,530,2020-06-22,08:24:56
80,景平路景德街口,TPE59144,3,1,672區,TPE16169,--,2020-06-22,08:24:56
81,長安松江路口,TPE38891,0,0,672,TPE10785,316,2020-06-22,08:24:56
82,聯合二村,TPE38901,0,0,672,TPE10785,519,2020-06-22,08:24:56
83,永元路,TPE38925,0,1,672,TPE10785,1012,2020-06-22,08:24:56
84,中興二村,TPE59139,3,1,672區,TPE16169,--,2020-06-22,08:24:56
85,三興國小(臨江街觀光夜市),TPE38916,0,1,672,TPE10785,929,2020-06-22,08:24:56
86,健康新城,TPE38905,0,1,672,TPE10785,842,2020-06-22,08:24:56
87,智光商職,TPE38930,0,1,672,TPE10785,1460,2020-06-22,08:24:56
88,光復南路口,TPE38915,0,1,672,TPE10785,856,2020-06-22,08:24:56
89,民生社區活動中心,TPE38902,0,0,672,TPE10785,566,2020-06-22,08:24:56
90,基隆長興街口,TPE59130,3,1,672區,TPE16169,--,2020-06-22,08:24:56
91,中興新村,TPE59124,3,0,672區,TPE16169,--,2020-06-22,08:24:56
92,捷運忠孝新生站,TPE38889,0,0,672,TPE10785,141,2020-06-22,08:24:56
93,福和橋(林森路),TPE38924,0,1,672,TPE10785,884,2020-06-22,08:24:56
94,中興二村,TPE59123,3,0,672區,TPE16169,--,2020-06-22,08:24:56
95,師大綜合大樓,TPE38884,0,0,672,TPE10785,214,2020-06-22,08:24:56
96,永元路,TPE38874,0,0,672,TPE10785,603,2020-06-22,08:24:56
97,三民路,TPE38903,0,1,672,TPE10785,681,2020-06-22,08:24:56
98,經建新村,TPE38867,1,0,672,TPE10785,--,2020-06-22,08:24:56
99,得和路,TPE59137,3,1,672區,TPE16169,--,2020-06-22,08:24:56
100,捷運六張犁站(基隆路),TPE38918,0,1,672,TPE10785,77,2020-06-22,08:24:56
101,台電大樓,TPE38877,0,0,672,TPE10785,509,2020-06-22,08:24:56
