,StopName,StopUID,StopStatus,Direction,RouteName,RouteUID,EstimateTime(Sec),UpdateDate,UpdateTime
0,南勢角(景平路),TPE142282,0,1,672,TPE10785,1543,2020-06-22,08:24:56
1,信義新生路口,TPE38887,0,0,672,TPE10785,582,2020-06-22,08:24:56
2,南京龍江路口,TPE38894,0,0,672,TPE10785,629,2020-06-22,08:24:56
3,智光商職,TPE59122,3,0,672區,TPE16169,--,2020-06-22,08:24:56
4,捷運秀朗橋站,TPE59117,3,0,672區,TPE16169,--,2020-06-22,08:24:56
5,捷運公館站,TPE59129,3,0,672區,TPE16169,--,2020-06-22,08:24:56
6,捷運景平站,TPE59143,3,1,672區,TPE16169,--,2020-06-22,08:24:56
7,博仁醫院,TPE38909,0,1,672,TPE10785,110,2020-06-22,08:24:56
8,福和橋(永元路),TPE38875,0,0,672,TPE10785,759,2020-06-22,08:24:56
9,介壽國中,TPE38900,0,0,672,TPE10785,444,2020-06-22,08:24:56
10,臺北市區監理所(光復),TPE38910,0,1,672,TPE10785,252,2020-06-22,08:24:56
11,喬治商職,TPE38917,0,1,672,TPE10785,990,2020-06-22,08:24:56
12,尖山腳,TPE191880,3,0,672區,TPE16169,--,2020-06-22,08:24:56
13,中正環河路口,TPE59116,3,0,672區,TPE16169,--,2020-06-22,08:24:56
14,秀朗國小,TPE59136,3,1,672區,TPE16169,--,2020-06-22,08:24:56
15,捷運國父紀念館站(光復),TPE38911,0,1,672,TPE10785,329,2020-06-22,08:24:56
16,南京敦化路口(小巨蛋),TPE38897,0,0,672,TPE10785,108,2020-06-22,08:24:56
17,捷運古亭站(和平),TPE38881,0,0,672,TPE10785,108,2020-06-22,08:24:56
18,經建新村,TPE59121,3,0,672區,TPE16169,--,2020-06-22,08:24:56
19,景平路景德街口,TPE38865,1,0,672,TPE10785,--,2020-06-22,08:24:56
20,南京新村,TPE38908,0,1,672,TPE10785,1024,2020-06-22,08:24:56
21,臺大癌醫(基隆路),TPE38921,0,1,672,TPE10785,339,2020-06-22,08:24:56
22,永元路,TPE59135,3,1,672區,TPE16169,--,2020-06-22,08:24:56
23,得和路,TPE38927,0,1,672,TPE10785,1213,2020-06-22,08:24:56
24,尖山腳,TPE191879,1,0,672,TPE10785,--,2020-06-22,08:24:56
25,得和路,TPE38872,0,0,672,TPE10785,443,2020-06-22,08:24:56
26,捷運台電大樓站,TPE38878,0,0,672,TPE10785,637,2020-06-22,08:24:56
27,捷運秀朗橋站,TPE38936,0,1,672,TPE10785,103,2020-06-22,08:24:56
28,中正環河路口,TPE59147,0,1,672區,TPE16169,37,2020-06-22,08:24:56
29,捷運秀朗橋站,TPE38863,1,0,672,TPE10785,--,2020-06-22,08:24:56
30,秀朗國小,TPE38873,0,0,672,TPE10785,507,2020-06-22,08:24:56
31,捷運景平站,TPE38866,1,0,672,TPE10785,--,2020-06-22,08:24:56
32,福和橋(林森路),TPE59134,3,1,672區,TPE16169,--,2020-06-22,08:24:56
33,南勢角(景平路),TPE59141,3,1,672區,TPE16169,--,2020-06-22,08:24:56
34,永元路,TPE59127,3,0,672區,TPE16169,--,2020-06-22,08:24:56
35,國父紀念館,TPE38912,0,1,672,TPE10785,486,2020-06-22,08:24:56
36,中興二村,TPE38929,0,1,672,TPE10785,1404,2020-06-22,08:24:56
37,和平高中,TPE38919,0,1,672,TPE10785,89,2020-06-22,08:24:56
38,長壽公園,TPE38906,0,1,672,TPE10785,890,2020-06-22,08:24:56
39,捷運南京復興站,TPE38895,0,0,672,TPE10785,738,2020-06-22,08:24:56
40,捷運景平站,TPE59120,3,0,672區,TPE16169,--,2020-06-22,08:24:56
41,秀朗國小,TPE38926,0,1,672,TPE10785,1175,2020-06-22,08:24:56
42,捷運秀朗橋站,TPE59146,3,1,672區,TPE16169,--,2020-06-22,08:24:56
43,中正環河路口,TPE38857,1,0,672,TPE10785,--,2020-06-22,08:24:56
