,StopName,StopUID,StopStatus,Direction,RouteName,RouteUID,EstimateTime(Sec),UpdateDate,UpdateTime
0,南勢角(景平路),TPE142282,0,1,672,TPE10785,83,2020-06-22,08:19:55
1,信義新生路口,TPE38887,0,0,672,TPE10785,300,2020-06-22,08:19:55
2,南京龍江路口,TPE38894,0,0,672,TPE10785,104,2020-06-22,08:19:55
3,智光商職,TPE59122,3,0,672區,TPE16169,--,2020-06-22,08:19:55
4,捷運秀朗橋站,TPE59117,3,0,672區,TPE16169,--,2020-06-22,08:19:55
5,捷運公館站,TPE59129,3,0,672區,TPE16169,--,2020-06-22,08:19:55
6,捷運景平站,TPE59143,3,1,672區,TPE16169,--,2020-06-22,08:19:55
7,博仁醫院,TPE38909,0,1,672,TPE10785,380,2020-06-22,08:19:55
8,福和橋(永元路),TPE38875,0,0,672,TPE10785,133,2020-06-22,08:19:55
9,介壽國中,TPE38900,0,0,672,TPE10785,755,2020-06-22,08:19:55
10,臺北市區監理所(光復),TPE38910,0,1,672,TPE10785,522,2020-06-22,08:19:55
11,喬治商職,TPE38917,0,1,672,TPE10785,152,2020-06-22,08:19:55
12,尖山腳,TPE191880,3,0,672區,TPE16169,--,2020-06-22,08:19:55
13,中正環河路口,TPE59116,3,0,672區,TPE16169,--,2020-06-22,08:19:55
14,秀朗國小,TPE59136,3,1,672區,TPE16169,--,2020-06-22,08:19:55
15,捷運國父紀念館站(光復),TPE38911,0,1,672,TPE10785,599,2020-06-22,08:19:55
16,南京敦化路口(小巨蛋),TPE38897,0,0,672,TPE10785,419,2020-06-22,08:19:55
17,捷運古亭站(和平),TPE38881,0,0,672,TPE10785,398,2020-06-22,08:19:55
18,經建新村,TPE59121,3,0,672區,TPE16169,--,2020-06-22,08:19:55
19,景平路景德街口,TPE38865,0,0,672,TPE10785,143,2020-06-22,08:19:55
20,南京新村,TPE38908,0,1,672,TPE10785,270,2020-06-22,08:19:55
21,臺大癌醫(基隆路),TPE38921,0,1,672,TPE10785,691,2020-06-22,08:19:55
22,永元路,TPE59135,3,1,672區,TPE16169,--,2020-06-22,08:19:55
23,得和路,TPE38927,0,1,672,TPE10785,1565,2020-06-22,08:19:55
24,尖山腳,TPE191879,1,0,672,TPE10785,--,2020-06-22,08:19:55
25,得和路,TPE38872,0,0,672,TPE10785,783,2020-06-22,08:19:55
26,捷運台電大樓站,TPE38878,0,0,672,TPE10785,124,2020-06-22,08:19:55
27,捷運秀朗橋站,TPE38936,0,1,672,TPE10785,51,2020-06-22,08:19:55
28,中正環河路口,TPE59147,0,1,672區,TPE16169,280,2020-06-22,08:19:55
29,捷運秀朗橋站,TPE38863,1,0,672,TPE10785,--,2020-06-22,08:19:55
30,秀朗國小,TPE38873,0,0,672,TPE10785,847,2020-06-22,08:19:55
31,捷運景平站,TPE38866,0,0,672,TPE10785,249,2020-06-22,08:19:55
32,福和橋(林森路),TPE59134,3,1,672區,TPE16169,--,2020-06-22,08:19:55
33,南勢角(景平路),TPE59141,3,1,672區,TPE16169,--,2020-06-22,08:19:55
34,永元路,TPE59127,3,0,672區,TPE16169,--,2020-06-22,08:19:55
35,國父紀念館,TPE38912,0,1,672,TPE10785,756,2020-06-22,08:19:55
36,中興二村,TPE38929,0,1,672,TPE10785,1756,2020-06-22,08:19:55
37,和平高中,TPE38919,0,1,672,TPE10785,441,2020-06-22,08:19:55
38,長壽公園,TPE38906,0,1,672,TPE10785,135,2020-06-22,08:19:55
39,捷運南京復興站,TPE38895,0,0,672,TPE10785,222,2020-06-22,08:19:55
40,捷運景平站,TPE59120,3,0,672區,TPE16169,--,2020-06-22,08:19:55
41,秀朗國小,TPE38926,0,1,672,TPE10785,1527,2020-06-22,08:19:55
42,捷運秀朗橋站,TPE59146,3,1,672區,TPE16169,--,2020-06-22,08:19:55
43,中正環河路口,TPE38857,1,0,672,TPE10785,--,2020-06-22,08:19:55
44,仁愛新生路口,TPE38888,0,0,672,TPE10785,456,2020-06-22,08:19:55
45,羅斯福金門街口,TPE38880,0,0,672,TPE10785,206,2020-06-22,08:19:55
46,智光商職,TPE59140,3,1,672區,TPE16169,--,2020-06-22,08:19:55
47,公館,TPE59133,3,1,672區,TPE16169,--,2020-06-22,08:19:55
48,光華商場,TPE38890,0,0,672,TPE10785,636,2020-06-22,08:19:55
49,中正環河路口,TPE38942,0,1,672,TPE10785,353,2020-06-22,08:19:55
50,得和路,TPE59125,3,0,672區,TPE16169,--,2020-06-22,08:19:55
51,福和橋(永元路),TPE59128,3,0,672區,TPE16169,--,2020-06-22,08:19:55
52,三軍總醫院松山分院,TPE38907,0,1,672,TPE10785,170,2020-06-22,08:19:55
53,市民住宅,TPE38913,0,1,672,TPE10785,907,2020-06-22,08:19:55
54,長庚醫院,TPE38898,0,0,672,TPE10785,502,2020-06-22,08:19:55
55,三張犁,TPE38914,0,1,672,TPE10785,962,2020-06-22,08:19:55
56,三民健康路口(西松高中),TPE38904,0,1,672,TPE10785,0,2020-06-22,08:19:55
57,公館,TPE38923,0,1,672,TPE10785,832,2020-06-22,08:19:55
58,中興新村,TPE38928,0,1,672,TPE10785,1694,2020-06-22,08:19:55
59,臺灣科技大學,TPE59132,3,1,672區,TPE16169,--,2020-06-22,08:19:55
60,景平路景德街口,TPE38934,0,1,672,TPE10785,268,2020-06-22,08:19:55
61,智光商職,TPE38869,0,0,672,TPE10785,580,2020-06-22,08:19:55
62,捷運公館站,TPE38876,0,0,672,TPE10785,707,2020-06-22,08:19:55
63,秀朗國小,TPE59126,3,0,672區,TPE16169,--,2020-06-22,08:19:55
64,中興二村,TPE38870,0,0,672,TPE10785,606,2020-06-22,08:19:55
65,基隆長興街口,TPE38920,0,1,672,TPE10785,654,2020-06-22,08:19:55
66,師大,TPE38883,0,0,672,TPE10785,454,2020-06-22,08:19:55
67,溫州街口,TPE38885,0,0,672,TPE10785,54,2020-06-22,08:19:55
68,長安東路二段,TPE38892,0,0,672,TPE10785,789,2020-06-22,08:19:55
69,南京建國路口,TPE38893,0,0,672,TPE10785,43,2020-06-22,08:19:55
70,中興新村,TPE38871,0,0,672,TPE10785,670,2020-06-22,08:19:55
71,捷運景平站,TPE38933,0,1,672,TPE10785,140,2020-06-22,08:19:55
72,中興新村,TPE59138,3,1,672區,TPE16169,--,2020-06-22,08:19:55
73,南京敦化路口(小巨蛋),TPE38896,0,0,672,TPE10785,311,2020-06-22,08:19:55
74,羅斯福浦城街口,TPE38879,0,0,672,TPE10785,164,2020-06-22,08:19:55
75,臺大癌醫(基隆路),TPE59131,3,1,672區,TPE16169,--,2020-06-22,08:19:55
76,臺灣科技大學,TPE38922,0,1,672,TPE10785,731,2020-06-22,08:19:55
77,景平路景德街口,TPE59119,3,0,672區,TPE16169,--,2020-06-22,08:19:55
78,公教住宅,TPE38899,0,0,672,TPE10785,703,2020-06-22,08:19:55
79,金華新生路口,TPE38886,0,0,672,TPE10785,248,2020-06-22,08:19:55
80,景平路景德街口,TPE59144,3,1,672區,TPE16169,--,2020-06-22,08:19:55
81,長安松江路口,TPE38891,0,0,672,TPE10785,693,2020-06-22,08:19:55
82,聯合二村,TPE38901,0,0,672,TPE10785,830,2020-06-22,08:19:55
83,永元路,TPE38925,0,1,672,TPE10785,1364,2020-06-22,08:19:55
84,中興二村,TPE59139,3,1,672區,TPE16169,--,2020-06-22,08:19:55
85,三興國小(臨江街觀光夜市),TPE38916,0,1,672,TPE10785,70,2020-06-22,08:19:55
86,健康新城,TPE38905,0,1,672,TPE10785,87,2020-06-22,08:19:55
87,智光商職,TPE38930,0,1,672,TPE10785,1812,2020-06-22,08:19:55
88,光復南路口,TPE38915,0,1,672,TPE10785,162,2020-06-22,08:19:55
89,民生社區活動中心,TPE38902,0,0,672,TPE10785,877,2020-06-22,08:19:55
90,基隆長興街口,TPE59130,3,1,672區,TPE16169,--,2020-06-22,08:19:55
91,中興新村,TPE59124,3,0,672區,TPE16169,--,2020-06-22,08:19:55
92,捷運忠孝新生站,TPE38889,0,0,672,TPE10785,518,2020-06-22,08:19:55
93,福和橋(林森路),TPE38924,0,1,672,TPE10785,1236,2020-06-22,08:19:55
94,中興二村,TPE59123,3,0,672區,TPE16169,--,2020-06-22,08:19:55
95,師大綜合大樓,TPE38884,0,0,672,TPE10785,504,2020-06-22,08:19:55
96,永元路,TPE38874,0,0,672,TPE10785,943,2020-06-22,08:19:55
97,三民路,TPE38903,0,1,672,TPE10785,997,2020-06-22,08:19:55
98,經建新村,TPE38867,0,0,672,TPE10785,340,2020-06-22,08:19:55
99,得和路,TPE59137,3,1,672區,TPE16169,--,2020-06-22,08:19:55
100,捷運六張犁站(基隆路),TPE38918,0,1,672,TPE10785,234,2020-06-22,08:19:55
101,台電大樓,TPE38877,0,0,672,TPE10785,818,2020-06-22,08:19:55
